"","Potability","ph_Mean","ph_SD","Hardness_Mean","Hardness_SD","Solids_Mean","Solids_SD","Chloramines_Mean","Chloramines_SD","Sulfate_Mean","Sulfate_SD","Conductivity_Mean","Conductivity_SD","Organic_carbon_Mean","Organic_carbon_SD","Trihalomethanes_Mean","Trihalomethanes_SD","Turbidity_Mean","Turbidity_SD"
"1","0",7.08537843598354,1.68349900707934,196.733292184728,31.0575396990064,21777.4907881233,8543.06878797123,7.09217456344374,1.50104494149887,334.564289578688,36.7455493999746,426.730453565035,80.0473166077979,14.364335279947,3.33455355006816,66.3035552730609,16.0793200746094,3.96579976912551,0.780282362325246
"2","1",7.0737832953812,1.44804814867388,195.800744262593,35.5470407841508,22383.9910178078,9101.0102082549,7.16933802621463,1.70298768263247,332.566990233666,47.6928183482276,425.383799978956,82.0484461932384,14.1608925211712,3.26390676612758,66.5396837407012,16.3274192605576,3.96832828914141,0.780841770338244
